organism,mol_type,isolate,isolation_source,host,db_xref,country,date,strain,file,accession,collected_by,note,lat_lon,clone,chromosome,identified_by,lab_host,md5sum,file_name,guid,file_size
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/RI_0556/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-01,SARS-CoV-2/human/USA/RI_0556/2020-MT304488.gb,MT304488.gb,MT304488,,5' sequence is the primer sequence used,,,,,,87444261a0b71596d7e5a5cec0ffeb64,MT304488.gb,dg.63D5/01cff05f-cb85-4e86-98bc-9644cf4bba6b,66314
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC407/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-25,SARS-CoV-2/human/AUS/VIC407/2020-MT451286.gb,MT451286.gb,MT451286,,,,,,,,a4f960fb4e84fa594cbfc0d500cd1d01,MT451286.gb,dg.63D5/93d76dc9-4803-4810-a314-041549d08493,67282
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC216/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-20,SARS-CoV-2/human/AUS/VIC216/2020-MT451117.gb,MT451117.gb,MT451117,,,,,,,,8c1bde6099d654be3d6251798298b9f9,MT451117.gb,dg.63D5/1105af27-ce0a-4e87-90d1-95610b76a7f6,66837
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0221/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0221/2020-MT558650.gb,MT558650.gb,MT558650,,,,,,,,71ba9a8634a5892cc9f9fdf1ad12c2a7,MT558650.gb,dg.63D5/7cbd7ded-f081-4c95-a502-9afbe2920ffb,66095
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1212/2020,Nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/CA-CZB-1212/2020-MT499187.gb,MT499187.gb,MT499187,,,,,,,,3e0bbea36a0a3faa82e11b9ee556f5a7,MT499187.gb,dg.63D5/2537fd45-e0c6-4f41-8e72-565dd6b0bd8f,66269
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC475/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-28,SARS-CoV-2/human/AUS/VIC475/2020-MT451335.gb,MT451335.gb,MT451335,,,,,,,,f3639c7777f9e8ed95fd430b23985530,MT451335.gb,dg.63D5/9b2bcd35-222c-4f5b-b1f2-b28bfc7cee38,67263
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1843/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/WA-UW-1843/2020-MT326042.gb,MT326042.gb,MT326042,,,,,,,,64cabe3679bbda610931a809a90e1c5b,MT326042.gb,dg.63D5/f9b63b95-9fe2-4a77-936e-481225bc1f47,65959
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/URY/Mdeo-1/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,Uruguay,2020-03-13,SARS-CoV-2/human/URY/Mdeo-1/2020-MT466071.gb,MT466071.gb,MT466071,"Departamento de Laboratorios de Salud Publica (DLSP, Division Epidemiologia, Ministerio de Salud Publica)",,,,,,,a0a12fc53870367df2c0cf506d2d0012,MT466071.gb,dg.63D5/1e5fa2d7-1f65-44b0-9cf2-026b1025f4a3,66751
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC388/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-23,SARS-CoV-2/human/AUS/VIC388/2020-MT451275.gb,MT451275.gb,MT451275,,,,,,,,b69d1d2df2a6e24d8820d454575004f6,MT451275.gb,dg.63D5/b62f349a-7a54-47f6-b1eb-041a9382a0e6,67350
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UNKNOWN-UW-1818/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-22,SARS-CoV-2/human/USA/UNKNOWN-UW-1818/2020-MT326102.gb,MT326102.gb,MT326102,,,,,,,,aec6dfb5feac1c04f45a0cc9b059b6dd,MT326102.gb,dg.63D5/6895414e-2f54-448e-afd9-fdb35e3a3e78,66198
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1082/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-23,SARS-CoV-2/human/USA/CA-CZB-1082/2020-MT449673.gb,MT449673.gb,MT449673,,,,,,,,cb8f022d792d7b79fff6263cfc37e3de,MT449673.gb,dg.63D5/88a619f9-7f32-4e39-9b5a-b743e223b4b8,65939
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/FL-BPHL-0058/2020,,Homo sapiens,taxon:2697049,USA,2020-04-21,SARS-CoV-2/human/USA/FL-BPHL-0058/2020-MT507031.gb,MT507031.gb,MT507031,,,,,,,,3e2434a10c7bdcf1154ef2a42da85759,MT507031.gb,dg.63D5/42a3ec32-ffda-41d3-a74b-172ec79308cf,66675
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4041/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USA/WA-UW-4041/2020-MT461611.gb,MT461611.gb,MT461611,,,,,,,,15a69f4b8976914e10d7644e2e9e9ca4,MT461611.gb,dg.63D5/8deb7e82-de92-4c0b-9a2c-6153da568ac5,66021
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/GRC/211_34005/2020,,Homo sapiens,taxon:2697049,Greece,2020-03-14,SARS-CoV-2/human/GRC/211_34005/2020-MT459879.gb,MT459879.gb,MT459879,,,,,,,,98e6dd862690c0687c11de6b7c8d36ce,MT459879.gb,dg.63D5/efb5dd28-5126-4953-b8e7-36b6e7c4c333,66105
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC530/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-23,SARS-CoV-2/human/AUS/VIC530/2020-MT451364.gb,MT451364.gb,MT451364,,,,,,,,5e181beeb80edbb88d01d63abd9db7c8,MT451364.gb,dg.63D5/76d9c8ee-64f6-4ce9-942e-942a426ab540,67283
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/Human/USA/UT-01587/2020,,Homo sapiens,taxon:2697049,USA,2020-04-07,SARS-CoV-2/Human/USA/UT-01587/2020-MT535501.gb,MT535501.gb,MT535501,,,,,,,,230c4bb771d2994c3f43f21a7f91dfc9,MT535501.gb,dg.63D5/6ffbc607-c663-48ca-9a9e-45e2cc14bd71,65980
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC333/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-18,SARS-CoV-2/human/AUS/VIC333/2020-MT451224.gb,MT451224.gb,MT451224,,,,,,,,7343acbc3a5090971a4b82f82de2f239,MT451224.gb,dg.63D5/04638f08-f88e-4905-bfb4-b191100707c8,66831
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1702/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-21,SARS-CoV-2/human/USA/WA-UW-1702/2020-MT326153.gb,MT326153.gb,MT326153,,,,,,,,9b9bb29b47b846bf2c522c8dc3b43b47,MT326153.gb,dg.63D5/4cb3cc37-821a-49af-89a0-def43f378e8b,65967
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00096/2020,,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/UT-00096/2020-MT444559.gb,MT444559.gb,MT444559,,,,,,,,961d52adddd72308a4ea99cf2a7b969d,MT444559.gb,dg.63D5/25350249-5a0c-4307-8a98-434007bf5b6f,66765
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4741/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/WA-UW-4741/2020-MT375447.gb,MT375447.gb,MT375447,,,,,,,,939ac5af21b4001815d407cdf1d544d5,MT375447.gb,dg.63D5/7cafdfe0-0c35-4d65-a783-c4f52511365d,66016
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-6480/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-03,SARS-CoV-2/human/USA/WA-UW-6480/2020-MT461640.gb,MT461640.gb,MT461640,,,,,,,,575921347955e43c69d5b48a73b81d91,MT461640.gb,dg.63D5/2bef9641-72c5-4428-94c7-3e2d843cbc6f,66039
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UNKNOWN-UW-4645/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/UNKNOWN-UW-4645/2020-MT375457.gb,MT375457.gb,MT375457,,,,,,,,2f21e6f98274b9c48e72820e809bf23d,MT375457.gb,dg.63D5/2e7891c9-2db5-41f1-9090-7f37f553a517,65877
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00506/2020,,Homo sapiens,taxon:2697049,USA,2020-04-02,SARS-CoV-2/human/USA/UT-00506/2020-MT444549.gb,MT444549.gb,MT444549,,,,,,,,5397a6efdb6c601f22f32e6ee33d43a5,MT444549.gb,dg.63D5/febc1c74-bf8c-4283-abfe-d20ab801cf92,66283
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1682/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/WA-UW-1682/2020-MT326143.gb,MT326143.gb,MT326143,,,,,,,,03142f023c52dc970774fff11f3fe8fa,MT326143.gb,dg.63D5/7fa262c4-561b-4abd-9fe3-881d0e1cffb4,66004
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC343/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-20,SARS-CoV-2/human/AUS/VIC343/2020-MT451234.gb,MT451234.gb,MT451234,,,,,,,,1d3846a3044ec862e3bc9d1d1ff23c5f,MT451234.gb,dg.63D5/a82e2821-82ca-4773-9d78-ae8483ace38d,67261
Severe acute respiratory syndrome coronavirus 2,genomic RNA,nCoV-FIN-29-Jan-2020,,Homo sapiens,taxon:2697049,Finland,2020-01-29,nCoV-FIN-29-Jan-2020-MT020781.gb,MT020781.gb,MT020781,,,,,,,,dc1247a140e5bf1548f373635d3104c0,MT020781.gb,dg.63D5/50a6f068-2171-4200-b7ed-570c36e8f505,62559
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-6507/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-04,SARS-CoV-2/human/USA/WA-UW-6507/2020-MT461650.gb,MT461650.gb,MT461650,,,,,,,,aba9d202a961e4a8fb7f490a76418e25,MT461650.gb,dg.63D5/2e79c1dc-aaf6-4d01-90f6-edcbcf7bf296,66035
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/LA-EVTL01/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-09,SARS-CoV-2/human/USA/LA-EVTL01/2020-MT432195.gb,MT432195.gb,MT432195,,,,,,,,501baa13ca3b4eb97a9f1acd1e1f5e13,MT432195.gb,dg.63D5/bdfb4975-d62a-4a8e-bdd7-1d51979f39ae,66403
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC546/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-24,SARS-CoV-2/human/AUS/VIC546/2020-MT451374.gb,MT451374.gb,MT451374,,,,,,,,75438037becf0d5985a3953edc39d3a6,MT451374.gb,dg.63D5/9abce7d4-26c8-416f-8db3-cfed9d795f52,67299
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/GRC/156_34721/2020,,Homo sapiens,taxon:2697049,Greece,2020-03-16,SARS-CoV-2/human/GRC/156_34721/2020-MT459869.gb,MT459869.gb,MT459869,,,,,,,,8658725879f0d4ffe86dc2732d00b803,MT459869.gb,dg.63D5/8a171aee-aeb5-4790-a812-0ae8335a8cb2,66105
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1072/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-21,SARS-CoV-2/human/USA/CA-CZB-1072/2020-MT449663.gb,MT449663.gb,MT449663,,,,,,,,2933d1b7746d5392b490a7caef3b01d9,MT449663.gb,dg.63D5/2a5cc9e5-6357-41d6-ace5-4f9eef357524,66374
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1644/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/WA-UW-1644/2020-MT326112.gb,MT326112.gb,MT326112,,,,,,,,8d875c8dad153c9046be46c38fc55cdf,MT326112.gb,dg.63D5/84f90ba7-8e0f-4063-98b0-9766beed0f96,65887
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC377/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-22,SARS-CoV-2/human/AUS/VIC377/2020-MT451265.gb,MT451265.gb,MT451265,,,,,,,,eac8edd40a45f565a85597dce479345c,MT451265.gb,dg.63D5/9cf030e0-1ae4-4258-aa83-083541d69999,66842
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00070/2020,,Homo sapiens,taxon:2697049,USA,2020-03-16,SARS-CoV-2/human/USA/UT-00070/2020-MT444518.gb,MT444518.gb,MT444518,,,,,,,,a6f46926f6e8dd7d239c3f0166d08700,MT444518.gb,dg.63D5/f112e585-fbaa-4fba-8e82-a42479a5aa80,66207
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/FL-BPHL-0048/2020,,Homo sapiens,taxon:2697049,USA,2020-04-17,SARS-CoV-2/human/USA/FL-BPHL-0048/2020-MT507021.gb,MT507021.gb,MT507021,,,,,,,,c61294f335a4d14e20eb1bd72fb1af97,MT507021.gb,dg.63D5/d4d4b2c2-8c7c-401a-80a6-a26ec9da9055,66457
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UNC_200325/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/UNC_200325/2020-MT528623.gb,MT528623.gb,MT528623,Dirk Dittmer,,,,,,,4cfcc9a35c20f42700afe85666459ce1,MT528623.gb,dg.63D5/d6219031-065c-4aff-8e5a-00d4ef5b08ff,66181
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/HKG/HKU-908b/2020,saliva,Homo sapiens,taxon:2697049,Hong Kong,2020-01-29,SARS-CoV-2/human/HKG/HKU-908b/2020-MT114419.gb,MT114419.gb,MT114419,,,,,,,,f183c965ab686219cbe46d25b920d8eb,MT114419.gb,dg.63D5/907e361b-3566-4179-9902-4bedcfbeb209,65920
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/hCoV-19-USA-CA-UCSF- UC41/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/hCoV-19-USA-CA-UCSF-/UC41/2020-MT510719.gb,MT510719.gb,MT510719,,,,,,,,6cfcf135a83129a9de70ee650edab990,MT510719.gb,dg.63D5/506eaa9a-6e04-4f4b-af1e-54c6252c554b,66311
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/nimh-1596/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,India,2020-04-17,SARS-CoV-2/human/IND/nimh-1596/2020-MT434759.gb,MT434759.gb,MT434759,,,,,,,,8695cb9ee7d711b4acd089c320e468aa,MT434759.gb,dg.63D5/023227ba-bc6f-44cd-9f8f-ecb5340712e2,66593
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1231/2020,Nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-03,SARS-CoV-2/human/USA/CA-CZB-1231/2020-MT499206.gb,MT499206.gb,MT499206,,,,,,,,96eb0c42c87aa2c4ecaf55850bd95989,MT499206.gb,dg.63D5/8ddffeb7-3abb-4865-892c-f1e9a3b59926,66288
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1222/2020,Nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-21,SARS-CoV-2/human/USA/CA-CZB-1222/2020-MT499197.gb,MT499197.gb,MT499197,,,,,,,,d9bfa64e79db0a4da0516da65c0a63ce,MT499197.gb,dg.63D5/92c3d2e1-68ac-4b60-a0ff-d759b5e12d3b,66206
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC88b/2020,,Homo sapiens,taxon:2697049,India,2020-05-03,SARS-CoV-2/human/IND/GBRC88b/2020-MT481903.gb,MT481903.gb,MT481903,,GNR1021b,,,,,,99a61dd096b46c68ba3643b01c43a528,MT481903.gb,dg.63D5/4acad9ac-7be2-4038-adf9-229efccbafee,66428
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/GRC/36_36859/2020,,Homo sapiens,taxon:2697049,Greece,2020-03-28,SARS-CoV-2/human/GRC/36_36859/2020-MT459838.gb,MT459838.gb,MT459838,,,,,,,,5f4c66971e12353f6b02da0eb1550a3a,MT459838.gb,dg.63D5/c31ffe72-2067-4e34-a017-7f68f55760a6,66103
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1913/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/WA-UW-1913/2020-MT326052.gb,MT326052.gb,MT326052,,,,,,,,40527c180af5bcee0e0619d19b8715ba,MT326052.gb,dg.63D5/d4b4ee6b-e18e-4584-970a-9cdc76b3d1e2,65997
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC460/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC460/2020-MT451325.gb,MT451325.gb,MT451325,,,,,,,,8850e46a2d1736bc200865f11bffb350,MT451325.gb,dg.63D5/adeddaa6-f7cc-4e13-9f37-6e9da05b23be,66965
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC206/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-19,SARS-CoV-2/human/AUS/VIC206/2020-MT451107.gb,MT451107.gb,MT451107,,,,,,,,c68ea162bb9d640f38bb3d4b64c6043d,MT451107.gb,dg.63D5/785da594-fec6-43ac-a02f-b40445710d89,67264
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC422/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-25,SARS-CoV-2/human/AUS/VIC422/2020-MT451296.gb,MT451296.gb,MT451296,,,,,,,,88c326bdd9215e37015268cf63cdc1f4,MT451296.gb,dg.63D5/a7696fb3-9958-4bad-86eb-72eac0d6e2f5,67716
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0280/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0280/2020-MT558700.gb,MT558700.gb,MT558700,,,,,,,,27a0d40ade51f78d14004d4952a25dac,MT558700.gb,dg.63D5/5aded6c2-a8e8-4dc7-b9d6-b9db42b957ae,66056
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC143/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-16,SARS-CoV-2/human/AUS/VIC143/2020-MT451047.gb,MT451047.gb,MT451047,,,,,,,,1d301ccfc310c54db31df913a28780f4,MT451047.gb,dg.63D5/144d0ae4-3970-49f7-accb-29eb5877891d,66836
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC260/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-21,SARS-CoV-2/human/AUS/VIC260/2020-MT451156.gb,MT451156.gb,MT451156,,,,,,,,a0221847514aab75a109da257f370bcb,MT451156.gb,dg.63D5/c3d13bd8-6c40-43a0-8bd9-ec7676f3ef3f,66838
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC107/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-19,SARS-CoV-2/human/AUS/VIC107/2020-MT451016.gb,MT451016.gb,MT451016,,,,,,,,7cf7b58a0d8f1c9e11aa7dccfdfecdca,MT451016.gb,dg.63D5/9f931676-bb40-41d5-aae1-3cddab68ec5a,67350
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC562/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-24,SARS-CoV-2/human/AUS/VIC562/2020-MT451387.gb,MT451387.gb,MT451387,,,,,,,,6912437e1dbe96dde09e866cacfea6c6,MT451387.gb,dg.63D5/b26c064b-0894-4988-b2f8-73032176e572,67349
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-SC2-0008/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/MI-SC2-0008/2020-MT308699.gb,MT308699.gb,MT308699,,,,,,,,792a20238e517cf10b49552b41ffac2d,MT308699.gb,dg.63D5/69f6fb0a-b809-40f7-8c44-673d5b1f8829,57651
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1955/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW-1955/2020-MT326066.gb,MT326066.gb,MT326066,,,,,,,,9ba17e3268abedae1efee8558209ce8b,MT326066.gb,dg.63D5/4d89bb17-db18-4f7a-9130-bf25a9cb7768,65962
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC177/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-18,SARS-CoV-2/human/AUS/VIC177/2020-MT451080.gb,MT451080.gb,MT451080,,,,,,,,98f047ab57dc3d8284895d0d207ea8f4,MT451080.gb,dg.63D5/19679df2-de57-4448-a22f-b181eaad90a9,67404
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC440/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC440/2020-MT451311.gb,MT451311.gb,MT451311,,,,,,,,22b38846d7f4e655deaa6c76cdd5ec25,MT451311.gb,dg.63D5/de4453e0-8270-460b-a902-0170af99da1d,67277
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00294/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/MA_MGH_00294/2020-MT520349.gb,MT520349.gb,MT520349,Massachusetts General Hospital,,,,,,,ed209137a0ef6460cd76ef81d8c24389,MT520349.gb,dg.63D5/93d7551f-6543-477a-9471-3e532d20c588,67523
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4564/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-30,SARS-CoV-2/human/USA/WA-UW-4564/2020-MT375432.gb,MT375432.gb,MT375432,,,,,,,,cc57da1c9666223a257f6cd75e6837ea,MT375432.gb,dg.63D5/2c158a8a-3d3e-49d9-add0-bb0edec23fea,66014
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/Human/USA/FL-BPHL-0127/2020,,Homo sapiens,taxon:2697049,USA,2020-04-10,SARS-CoV-2/Human/USA/FL-BPHL-0127/2020-MT511690.gb,MT511690.gb,MT511690,,,,,,,,69be719d2a7084f17b14ff65e1280212,MT511690.gb,dg.63D5/4921d900-ed1f-4ca3-bb08-4f7df0b16109,66414
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00611/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USA/MA_MGH_00611/2020-MT520209.gb,MT520209.gb,MT520209,Massachusetts General Hospital,,,,,,,e7c385b318ea04861d93821fc5f4bb46,MT520209.gb,dg.63D5/9f3c1001-305e-4a2a-b257-059ec77926c0,67536
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00711/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-08,SARS-CoV-2/human/USA/MA_MGH_00711/2020-MT520198.gb,MT520198.gb,MT520198,Massachusetts General Hospital,,,,,,,4876e4dc0c067f7cd35a4e9091fe08cc,MT520198.gb,dg.63D5/087a0487-1bdf-4f3d-8972-582fe025a459,67541
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1066/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-16,SARS-CoV-2/human/USA/CA-CZB-1066/2020-MT449657.gb,MT449657.gb,MT449657,,,,,,,,6a5ee588a3e9438f6542f44bc5019da6,MT449657.gb,dg.63D5/a7bd54bb-f127-47b2-b93f-53b4cbfdfe03,66305
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1659/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/WA-UW-1659/2020-MT326126.gb,MT326126.gb,MT326126,,,,,,,,9e9fc31030e080a6529e50f196409e46,MT326126.gb,dg.63D5/3af60c4d-e493-4273-b294-b8f0a29f4af5,66060
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0263/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0263/2020-MT558687.gb,MT558687.gb,MT558687,,,,,,,,74a22983e5bcf93cf4d395293b98ed46,MT558687.gb,dg.63D5/92cec3e1-c8a2-4459-a5b0-a177d6fe7ed8,66101
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC360/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-22,SARS-CoV-2/human/AUS/VIC360/2020-MT451251.gb,MT451251.gb,MT451251,,,,,,,,ed4b4a8b99dadc56c82bee016a08e8b9,MT451251.gb,dg.63D5/cbccc7ed-e2be-455f-af65-c291dc2a5b2a,67136
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UNC_200306/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/UNC_200306/2020-MT528617.gb,MT528617.gb,MT528617,Dirk Dittmer,,,,,,,44d62cc5c7b5f0345ab41cc3b66b4431,MT528617.gb,dg.63D5/0aeff385-d278-4138-8acf-547f239e6764,66180
